target,message,is_spam,num_chars_before_preprocess,len_message_before_preprocess,len_word,message_clean
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,93,21,4,will do you go be at blake all night might be able to get out of here little early
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,141,30,4,friendship be not game to play it be not word to say it do not start march and end may it be tomorrow yesterday today and e
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,85,15,5,nice waitshould you be texte right now m not go pay your ticket ya know
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,78,20,3,m watch lotr w my sis dis aft so u wan 2 meet 4 dinner at nite not
ham,Why you keeping me away like this,0,33,7,4,why you keep away like this
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,0,90,19,4,think its far more than that but find out check google map for place from your dorm
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,147,30,4,my trip be ok but quite tiring lor uni start today but its ok 4 cos m not take any module but jus concentrate my final yr project
ham,Have you always been saying welp?,0,33,6,5,have you always be say welp
ham,"I'm a guy, browsin is compulsory",0,32,6,5,m guy browsin be compulsory
ham,Ok...,0,5,1,5,ok
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,149,24,6,purity of friendship between two be not about smile after read the forward messageit about smile just by see the name gud evng musthu
ham,"Sorry, I'll call later",0,22,4,5,sorry ill call later
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,132,30,4,should add that do not really care and if you can not can at least get this dude to fuck off but hey your money if you want it
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,154,33,4,hello lover how go that new job be you there now be you happy do you think of wake my slave and send you teasing kiss from across the sea
ham,I told your number to gautham..,0,31,6,5,tell your number to gautham
ham,Tell them no need to investigate about me anywhere.,0,51,9,5,tell they no need to investigate about anywhere
ham,Ok i juz receive..,0,18,4,4,ok juz receive
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,172,34,5,can not believe say so many thing to you this morning when all really want to say be good morning love you have beautiful morning see you in the library later
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,130,22,5,your account have be credit with 500 free text message to activate just txt the word credit to no 80488 tcs www80488biz
ham,In the end she might still vomit but its okay. Not everything will come out.,0,76,15,5,in the end she might still vomit but its okay not everything will come out
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,78,14,5,how be you with moneyas in to youmoney not thinghow be you sha
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,112,22,5,it have everything to do with the weather keep extra warm its cold but nothing serious pls lot of vitamin c
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,0,58,12,4,hey gal anyone of u go down to e driving centre tmr
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,158,34,4,m always yahoo messenger now just send the message to and ill get it you may have to send it in the mobile mode sha but ill get it and will reply
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,60,11,5,m put it now it should be ready for   lttimegt
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,154,29,5,time n smile r the two crucial thing in our life sometimes time make we to forget smile and sometimes someone smile make we to forget time gud noon
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,154,28,5,sms ac jsco energy be high but u may not know where 2channel it 2day ur leadership skill r strong psychic reply ans wquestion end reply end jsco
ham,Host-based IDPS for linux systems.,0,34,5,6,hostbase idps for linux system
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,122,24,5,hot live fantasy call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 be national rate call
ham,Don no da:)whats you plan?,0,26,5,5,don no dawhat you plan
ham,Ill be there on  &lt;#&gt;  ok.,0,31,6,5,ill be there   ltgt   ok
ham,Oh my God. I'm almost home,0,26,6,4,oh my god m almost home
ham,Total video converter free download type this in google search:),0,64,10,6,total video converter free download type this in google search
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,121,24,5,thank for the vote now sing along with the star with karaoke your mobile for free link just reply with sing now
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,34,5,wen ur lovable bcum angry wid u dnt take it seriously coz be angry be d most childish n true way of show deep affection care n luv kettoda manda have nice day
ham,Sounds like something that someone testing me would sayy,0,56,9,6,sound like something that someone test would sayy
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,148,33,4,when u love someone do not make they to love u much u do but love they so much that they do not want to be love by anyone except you gud nit
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,90,16,5,peteis this your phone still its jenny from college and leannewhat be you up to now
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,110,22,5,oop sorry just to check that you do not mind pick up tomo at half eight from station would that be ok
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,458,95,4,hey sweet be wonder when you have moment if you might come to   want to send file to someone but it will not go over yahoo for they because their connection suck remember when you set up that page for to go to and download the format disc   could you tell how to do that   do you know some other way to download big file   because they can download stuff directly from the internet any help would be great my prey   teasing kiss
ham,Hows the champ just leaving glasgow!,0,36,6,6,how s the champ just leave glasgow
ham,K:)all the best:)congrats...,0,28,3,9,kall the bestcongrat
ham,I wonder if you'll get this text?,0,33,7,4,wonder if you ll get this text
ham,I need to come home and give you some good lovin...,0,51,11,4,need to come home and give you some good lovin
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,157,28,5,our brand new mobile music service be now live the free music player will arrive shortly just install your phone to browse content from the top artist
ham,Shall i ask one thing if you dont mistake me.,0,45,10,4,shall ask one thing if you do not mistake
ham,Check wid corect speling i.e. Sarcasm,0,37,6,6,check wid corect speling ie sarcasm
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,159,27,5,urgent your mobile no be award å2000 bonus caller prize 10803 this be our 2nd attempt to contact you call 08714719523 box95qu bt national rate
ham,Are you angry with me. What happen dear,0,39,8,4,be you angry with what happen dear
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,96,23,4,thk u dun haf 2 hint in e forum already lor cos tell ron n darren be go 2 tell shuhui
ham,Yup ok thanx...,0,15,3,5,yup ok thanx
ham,Hi:)cts employee how are you?,0,29,5,5,hict employee how be you
ham,Pls pls find out from aunt nike.,0,32,7,4,pls pls find out from aunt nike
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0,152,37,4,wow   love you sooo much you know   can barely stand it   wonder how your day go and if you be well my love   think of you and miss you
ham,No screaming means shouting..,0,29,4,7,no screaming mean shout
ham,Hey what happen de. Are you alright.,0,36,7,5,hey what happen be you alright
ham,Should I have picked up a receipt or something earlier,0,54,10,5,should have pick up receipt something early
ham,I think chennai well settled?,0,29,5,5,think chennai well settle
ham,Oh dang! I didn't mean o send that to you! Lol!,0,47,11,4,oh dang do not mean send that to you lol
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0,172,36,4,unfortunately ve just find out that we have to pick my sister up from the airport that evening so do not think ill be go out at all we should try to go out one of th
ham,Horrible bf... I now v hungry...,0,32,6,5,horrible bf now v hungry
ham,Remember on that day..,0,22,4,5,remember that day
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,150,28,5,you have win nokia 7250i this be what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422land roww1jhl 16
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,91,18,5,how s it feel mr your not my real valentine just my yo valentine even tho u hardly play
ham,All sounds good. Fingers . Makes it difficult to type,0,53,10,5,all sound good finger   make it difficult to type
ham,Midnight at the earliest,0,24,4,6,midnight at the early
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,121,24,5,you re not sure that m not try to make xavier smoke because do not want to smoke after be tell smoke too much
ham,K come to nordstrom when you're done,0,36,7,5,k come to nordstrom when you re do
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,212,39,5,do u konw waht be rael friendship m gve yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg be wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have nice sleepsweet dream
